anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_barrio_localidad,nombre_barrio_localidad,codigo_zona,nombre_zona,codigo_establecimiento,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,codigo_region_administrativa,nombre_region_administrativa,nombre_supervisor,niveles_modalidades,codigo_tipo_organizacion,nombre_tipo_organizacion,participacion_comunitaria,direccion,nro_telefono,tiene_internet,paginaweb,correo_electronico,anho_cod_geo,uri_establecimiento,uri_institucion
2012,10,ALTO PARANA,1016,MINGA PORA,1016001,SANTA CECILIA,1,URBANA,1016044,7443,5483 (14895) (BO. SANTA CECILIA),OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,A 400 MTRS DEL SURTIDOR BR LADO ESTE,098369665,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016044,http://datos.mec.gov.py/id/instituciones/7443
2012,10,ALTO PARANA,1016,MINGA PORA,1016120,COLONIA GUARANI,6,RURAL,1016045,7444,6748  SAN ANTONIO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,BARRO PRETO A 1 KM DE TRONCAL 3,0985 125123,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016045,http://datos.mec.gov.py/id/instituciones/7444
2012,10,ALTO PARANA,1016,MINGA PORA,1016225,8 DE DICIEMBRE SUB URBANO,6,RURAL,1016007,16524,8 DE DICIEMBRE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EM,0, ,SI,COLONIA 8 DE DICIEMBRE,0983701368,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016007,http://datos.mec.gov.py/id/instituciones/16524
2012,10,ALTO PARANA,1016,MINGA PORA,1016225,8 DE DICIEMBRE SUB URBANO,6,RURAL,1016007,7404,4115 (13944) TUPASY CAACUPE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,SI,COLONIA 8 DE DICIEMBRE,0981 838989,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016007,http://datos.mec.gov.py/id/instituciones/7404
2012,10,ALTO PARANA,1016,MINGA PORA,1016003,VIRGEN DE FATIMA,1,URBANA,1016001,7398,2680 VIRGEN DE FATIMA,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",1,ESCUELA CENTRO,SI,A 2 CUADRAS DE LA SUPER CARRETERA SECTOR OESTE,0982 570300,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016001,http://datos.mec.gov.py/id/instituciones/7398
2012,10,ALTO PARANA,1016,MINGA PORA,1016340,LOTE 6 Y 7,6,RURAL,1016006,7403,5478 (14308) SAN ROQUE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,KM 110 SUPER CARRETERA A 18 KM AL OESTE,0984 158979,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016006,http://datos.mec.gov.py/id/instituciones/7403
2012,10,ALTO PARANA,1016,MINGA PORA,1016190,LIMOY,6,RURAL,1016031,7428,4269 (13943),OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,FRENTE A LA ASOC. DE PROD. DE MINGA PORA,0983 623874,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016031,http://datos.mec.gov.py/id/instituciones/7428
2012,10,ALTO PARANA,1016,MINGA PORA,1016195,LIMOY SUB-URBANO,6,RURAL,1016008,7438,BARRIO LIMOY,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EEB,EM",1,ESCUELA CENTRO,NO,SUPER CARRETERA CAMINO A SALTO DEL GUAIRA A 100 M DE LA SUPE,0983 618989,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016008,http://datos.mec.gov.py/id/instituciones/7438
2012,10,ALTO PARANA,1016,MINGA PORA,1016195,LIMOY SUB-URBANO,6,RURAL,1016008,7405,2423 VICENTE IGNACIO ITURBE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",1,ESCUELA CENTRO,SI,SUPER CARRETERA CAMINO A SALTO DEL GUAIRA A 100 M DE LA SUPE,0983 618989,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016008,http://datos.mec.gov.py/id/instituciones/7405
2012,10,ALTO PARANA,1016,MINGA PORA,1016340,LOTE 6 Y 7,6,RURAL,1016014,7411,3354,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,SI,KM 110 SUPERCARRETERA A 10 KM DE LIMOY LADO OESTE,0983 415526,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016014,http://datos.mec.gov.py/id/instituciones/7411
2012,10,ALTO PARANA,1016,MINGA PORA,1016310,COM INDIG ARROYO GUASU-CENTRO,6,RURAL,1016011,13116,10-145,OFICIAL,10C1RI,ALTO PARANA - REGION INDIGENA - COORDINACION 1,JUAN RAMON GAUTO,EBBJA,0, , ,SUPERCARRETERA CRUCE LOTE 7 A 20 KM, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1016011,http://datos.mec.gov.py/id/instituciones/13116
2012,10,ALTO PARANA,1016,MINGA PORA,1016420,SAN MIGUEL,6,RURAL,1016010,7407,2843 SAN MIGUEL,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,A 8 KM DE LA SUPER CARRETERA SECTOR ESTE,0983 620749,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016010,http://datos.mec.gov.py/id/instituciones/7407
2012,10,ALTO PARANA,1016,MINGA PORA,1016470,SAN ISIDRO PRIMAVERA,6,RURAL,1016009,7406,5482 (14028) SAN JUAN,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",1,ESCUELA CENTRO,NO,A 12 KM DEL CENTRO URBANO SECTOR ESTE,098386915,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016009,http://datos.mec.gov.py/id/instituciones/7406
2012,10,ALTO PARANA,1016,MINGA PORA,1016480,QUINTA LINEA,6,RURAL,1016023,7420,5479 (13299) SAN ANTONIO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,A 4 KM DE LA SUPERCARRETERA SECTOR ESTE,0983 328721,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016023,http://datos.mec.gov.py/id/instituciones/7420
2012,10,ALTO PARANA,1016,MINGA PORA,1016330,COM INDIG ARROYO GUAZU- AZUL,6,RURAL,1016012,13119,10-142,OFICIAL,10C1RI,ALTO PARANA - REGION INDIGENA - COORDINACION 1,JUAN RAMON GAUTO,EBBJA,0, , ,COM. ARROYO AZUL SUPER CARRETERA LOTE 7 A 14 KM, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1016012,http://datos.mec.gov.py/id/instituciones/13119
2012,10,ALTO PARANA,1016,MINGA PORA,1016190,LIMOY,6,RURAL,1016013,7410,6281 (13296) JUANA MARIA DE LARA,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,A 5 KM DE LA COLONIA LIMOY,0982 769507,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016013,http://datos.mec.gov.py/id/instituciones/7410
2012,10,ALTO PARANA,1016,MINGA PORA,1016440,SAN ISIDRO,6,RURAL,1016017,7414,2427 SAN ISIDRO LABRADOR,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,A100 MTRS DEEL SURTIDOR EL CAMINERO SUPERCARRETERA,0983 579413,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016017,http://datos.mec.gov.py/id/instituciones/7414
2012,10,ALTO PARANA,1016,MINGA PORA,1016115,SAN LORENZO SUB URBANO,6,RURAL,1016015,11752,10-111,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EBBJA,0, , ,"SUPERCARRETERA A 120 KM, 2 CUADRAS LADO ESTE", , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1016015,http://datos.mec.gov.py/id/instituciones/11752
2012,10,ALTO PARANA,1016,MINGA PORA,1016460,SAN ROQUE,6,RURAL,1016020,7417,3352 SAN ROQUE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,NO,SUPER CARRETERA 1º LINEA SUR,0983 321975,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016020,http://datos.mec.gov.py/id/instituciones/7417
2012,10,ALTO PARANA,1016,MINGA PORA,1016340,LOTE 6 Y 7,6,RURAL,1016014,7441,SANTA LUCIA,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EEB,EM",2,ESCUELA ASOCIADA,SI,KM 110 SUPERCARRETERA A 10 KM DE LIMOY LADO OESTE,0983 661386,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016014,http://datos.mec.gov.py/id/instituciones/7441
2012,10,ALTO PARANA,1016,MINGA PORA,1016115,SAN LORENZO SUB URBANO,6,RURAL,1016015,7412,4113 (13202) EMILIANO R. FERNANDEZ,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",1,ESCUELA CENTRO,SI,"SUPERCARRETERA A 120 KM, 2 CUADRAS LADO ESTE",0983 626627,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016015,http://datos.mec.gov.py/id/instituciones/7412
2012,10,ALTO PARANA,1016,MINGA PORA,1016115,SAN LORENZO SUB URBANO,6,RURAL,1016015,11891,SAN LORENZO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EM,0, ,NO,"SUPERCARRETERA A 120 KM, 2 CUADRAS LADO ESTE",0983518528,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016015,http://datos.mec.gov.py/id/instituciones/11891
2012,10,ALTO PARANA,1016,MINGA PORA,1016390,QUINTA LINEA OESTE,6,RURAL,1016019,7416,3351 SAN PABLO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,A 4 KM DE LA SUPERCARRETERA LADO OESTE,0983 696154,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016019,http://datos.mec.gov.py/id/instituciones/7416
2012,10,ALTO PARANA,1016,MINGA PORA,1016480,QUINTA LINEA,6,RURAL,1016018,7415,3350 SAN JORGE,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,SI,A 5 KM DE LA SUPERCARRETERA LADO ESTE,0985 130492,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016018,http://datos.mec.gov.py/id/instituciones/7415
2012,10,ALTO PARANA,1016,MINGA PORA,1016140,ENTRE RIOS,6,RURAL,1016027,7424,4114 (13203) MANUEL ORTIZ GUERRERO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,KM 120 SUPERCARRETERA A 4 KM LADO ESTE,0985 934351,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016027,http://datos.mec.gov.py/id/instituciones/7424
2012,10,ALTO PARANA,1016,MINGA PORA,1016240,SAN JORGE,6,RURAL,1016028,7425,4270 (14027) NIÐO JESUS,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB",2,ESCUELA ASOCIADA,SI,A 15 KM DE LA COLONIA KUARAHY RESE,0982 533731,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016028,http://datos.mec.gov.py/id/instituciones/7425
2012,10,ALTO PARANA,1016,MINGA PORA,1016350,KUARAHY RESE,6,RURAL,1016030,7427,2842 PROCERES DE MAYO,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,"EI,EEB,EM",1,ESCUELA CENTRO,SI,A 12  KM DE LA SUPERCARRETERA POR CRUCE COL LIMOY,0983 665567,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016030,http://datos.mec.gov.py/id/instituciones/7427
2012,10,ALTO PARANA,1016,MINGA PORA,1016004,SAN FRANCISCO,1,URBANA,1016002,7399,MINGA PORA,OFICIAL,10C1RI,ALTO PARANA - REGION INDIGENA - COORDINACION 1,JUAN RAMON GAUTO,"EEB,EM,EMA",0, ,NO,SUPER CARRETERA ITAIPU,0983 668487,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016002,http://datos.mec.gov.py/id/instituciones/7399
2012,10,ALTO PARANA,1016,MINGA PORA,1016120,COLONIA GUARANI,6,RURAL,1016004,7401,4116 (13478) CARLOS MIGUEL GIMENEZ,OFICIAL,10C2R4,ALTO PARANA - REGION 4 - COORDINACION 2,AMADO GIMENEZ LEIVA,EEB,2,ESCUELA ASOCIADA,NO,KM 120 SUPERCARRETERA ITAIPU A 17 KM ESTE,0983 672945,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1016004,http://datos.mec.gov.py/id/instituciones/7401
2012,10,ALTO PARANA,1008,ÑACUNDAY,1008999,LOCALIDAD A CONFIRMAR,6,RURAL,1008045,7092,S/N SAN VICENTE FERRER,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,NO,"COL. SAN VICENTE FERRER, CERCA DE LA IGLESIA CATOLICA",0982 193042,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1008045,http://datos.mec.gov.py/id/instituciones/7092
2012,10,ALTO PARANA,1008,ÑACUNDAY,1008999,LOCALIDAD A CONFIRMAR,6,RURAL,1008052,16764,ESCUELA ITINERANTE- CARPERA,OFICIAL,10C1R5,ALTO PARANA - REGION 5 - COORDINACION 1,ANGEL ROBERT DUARTE,"EI,EEB",2,ESCUELA ASOCIADA,NO, , , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1008052,http://datos.mec.gov.py/id/instituciones/16764
2012,10,ALTO PARANA,1008,ÑACUNDAY,1008999,LOCALIDAD A CONFIRMAR,6,RURAL,1008051,16751,ITINERANTE (ESCUELA CARPA),OFICIAL,10C1R5,ALTO PARANA - REGION 5 - COORDINACION 1,ANGEL ROBERT DUARTE,EM,0, ,NO, , , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1008051,http://datos.mec.gov.py/id/instituciones/16751
2012,10,ALTO PARANA,1014,NARANJAL,1014220,COM INDIG TAPY PTO BARRA,6,RURAL,1019013,7062,5804 (13354) YAMO CHACHUGUI,OFICIAL,10C1RIA,ALTO PARANA - REGION INDIGENA A - COORDINACION 1,ROSALBA AVELINA LOPEZ DE FOSTERVOLD,"EI,EEB",3,ESCUELA INDEPENDIENTE,SI,A 13 KM DE LA RUTA VI KM 185,0983 926788,SI, , ,2012,http://datos.mec.gov.py/id/establecimientos/1019013,http://datos.mec.gov.py/id/instituciones/7062
2012,10,ALTO PARANA,1014,NARANJAL,1014160,LINEA SAN PEDRO,6,RURAL,1014014,7330,5508 (12590) ÐEMITY,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,VILLA SAN PEDRO A 2 KM DE NARANJAL CERCA DE LA CAPILLA,0983 632088,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014014,http://datos.mec.gov.py/id/instituciones/7330
2012,10,ALTO PARANA,1014,NARANJAL,1014205,VILLA MONACO SUB-URBANO,6,RURAL,1014013,7329,5512 (13682),OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,NO,VILLA MONACO RUTA VI KM 185 SOLO BUNGE,0985 805710,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014013,http://datos.mec.gov.py/id/instituciones/7329
2012,10,ALTO PARANA,1014,NARANJAL,1014001,CENTRO,1,URBANA,1014035,7351,15182 RENACER,PRIVADA,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,"EI,EEB",2,ESCUELA ASOCIADA,NO,"CALLE 3 REYES, 3A 3 CUADRAS DE LA AVDA. PRINCIPAL",0983 320362,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014035,http://datos.mec.gov.py/id/instituciones/7351
2012,10,ALTO PARANA,1014,NARANJAL,1014215,SAN ALFREDO SUB-URBANO,6,RURAL,1014012,7355,SAN ALFREDO,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EM,0, ,NO,"RUTA VI KM 182,2",0983 255007,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014012,http://datos.mec.gov.py/id/instituciones/7355
2012,10,ALTO PARANA,1014,NARANJAL,1014140,PACUCUA 1,6,RURAL,1013014,7285,4395 (12325) SAN ANTONIO DE PADUA,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,NO,A 40 KM DE SANTA RITA 100 MTRS DEL SURTIDOR,0983521387,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1013014,http://datos.mec.gov.py/id/instituciones/7285
2012,10,ALTO PARANA,1014,NARANJAL,1014125,AURORA SUB-URBANO,6,RURAL,1014016,7332,4402 (14562) SANTA CATALINA,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,"EI,EEB",1,ESCUELA CENTRO,SI,BARRIO SANTA CATALINA RUTA VI KM 194 CRUCE AURORA,0981 128470,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014016,http://datos.mec.gov.py/id/instituciones/7332
2012,10,ALTO PARANA,1014,NARANJAL,1014130,COLONIA 3 DE MAYO,6,RURAL,1012017,7260,3487,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,3 DE MAYO DESPUES DEL SALON COMUNITARIO,0983516723,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1012017,http://datos.mec.gov.py/id/instituciones/7260
2012,10,ALTO PARANA,1014,NARANJAL,1014215,SAN ALFREDO SUB-URBANO,6,RURAL,1014012,7328,4405 (12759) SAN ALFREDO,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,"EI,EEB",1,ESCUELA CENTRO,NO,"RUTA VI KM 182,2",0981 330633,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014012,http://datos.mec.gov.py/id/instituciones/7328
2012,10,ALTO PARANA,1014,NARANJAL,1014120,AURORA,6,RURAL,1014009,7325,2220 LOS LAPACHOS,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,VILLA AURORA RUTA VI KM 192 CRUCE AURORA,0983 631066,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014009,http://datos.mec.gov.py/id/instituciones/7325
2012,10,ALTO PARANA,1014,NARANJAL,1014120,AURORA,6,RURAL,1014008,7324,5510 (14215),OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,AURORA II A 10 KM DE LA RUTA VI COMERCIAL VICTORIA, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1014008,http://datos.mec.gov.py/id/instituciones/7324
2012,10,ALTO PARANA,1014,NARANJAL,1014210,SAN ALFREDO,6,RURAL,1014007,7323,4401(13882) CRISTO REY,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,BARRIO CRISTO REY RUTA VI KMK 186 HACIENDA 7,0983 609010,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014007,http://datos.mec.gov.py/id/instituciones/7323
2012,10,ALTO PARANA,1014,NARANJAL,1014180,10 DE MAYO,6,RURAL,1014004,7320,4403 (12761) SAGRADA FAMILIA,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,10 DE MAYO A 14 KM DE NARANJAL,0983 251053,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014004,http://datos.mec.gov.py/id/instituciones/7320
2012,10,ALTO PARANA,1014,NARANJAL,1014175,PALMITAL SUB-URBANO,6,RURAL,1014002,7318,3077 GUIDO TEMPASS PALMITAL,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EEB,2,ESCUELA ASOCIADA,SI,PALMITAL A 50 MTRS DE LA IGLESIA CATOLICA,0983 652885,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014002,http://datos.mec.gov.py/id/instituciones/7318
2012,10,ALTO PARANA,1014,NARANJAL,1014001,CENTRO,1,URBANA,1014001,7317,1317 MADRE TERESA DE CALCUTA,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,"EI,EEB",1,ESCUELA CENTRO,SI,"CALLE TRES REYES, A 3 CUADRAS DE LA AVDA. PRINCIPAL",0676 320100,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014001,http://datos.mec.gov.py/id/instituciones/7317
2012,10,ALTO PARANA,1014,NARANJAL,1014001,CENTRO,1,URBANA,1014001,7354,NARANJAL (EX FERNANDO LOPEZ),OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,"EEB,EM",2,ESCUELA ASOCIADA,SI,"CALLE TRES REYES, A 3 CUADRAS DE LA AVDA. PRINCIPAL",0676 320200,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1014001,http://datos.mec.gov.py/id/instituciones/7354
2012,10,ALTO PARANA,1014,NARANJAL,1014001,CENTRO,1,URBANA,1014001,11764,10-127,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EBBJA,0, , ,"CALLE TRES REYES, A 3 CUADRAS DE LA AVDA. PRINCIPAL", , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1014001,http://datos.mec.gov.py/id/instituciones/11764
2012,10,ALTO PARANA,1014,NARANJAL,1014001,CENTRO,1,URBANA,1014001,11747,10-114,OFICIAL,10C2R3,ALTO PARANA - REGION 3 - COORDINACION 2,ANTOLIN CASCO,EBBJA,0, , ,"CALLE TRES REYES, A 3 CUADRAS DE LA AVDA. PRINCIPAL", , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1014001,http://datos.mec.gov.py/id/instituciones/11747
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002999,LOCALIDAD A CONFIRMAR,6,RURAL,1002114,16601,7795 8 DE DICIEMBRE,OFICIAL,10C1RI,ALTO PARANA - REGION INDIGENA - COORDINACION 1,JUAN RAMON GAUTO,EEB,2,ESCUELA ASOCIADA,NO,COM. INDIGENA 8 DE DICIEMBRE, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1002114,http://datos.mec.gov.py/id/instituciones/16601
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002010,SAN MIGUEL,1,URBANA,1001231,6725,6709 (15417) NUEVA ESPERANZA,OFICIAL,10C1R1,ALTO PARANA - REGION 1 - COORDINACION 1,EDGAR RAMON FRANCO MEZA,"EI,EEB",2,ESCUELA ASOCIADA,NO,ASENTAMIENTO NUEVA ESPERANZA A 3 CUADRAS DE LA IGLESIA,0983 187140,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1001231,http://datos.mec.gov.py/id/instituciones/6725
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002999,LOCALIDAD A CONFIRMAR,6,RURAL,1002070,16467,7697 CACIQUE EMILIANO BARRETO,OFICIAL,10C1RI,ALTO PARANA - REGION INDIGENA - COORDINACION 1,JUAN RAMON GAUTO,EEB,2,ESCUELA ASOCIADA,NO,A 5 KM DEL PARQUE NACIONAL MOISES BERTONI,0981430518,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1002070,http://datos.mec.gov.py/id/instituciones/16467
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002003,FATIMA 1,1,URBANA,1001053,6485,5445 (13845) DR. AMADO BENITEZ GAMARRA,OFICIAL,10C2R1,ALTO PARANA - REGION 1 - COORDINACION 2,CARMEN ELEN FATECHA DE RUIZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,AVDA. COLON Y CAMPO VIA / FRENTE AL AREA 4, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1001053,http://datos.mec.gov.py/id/instituciones/6485
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002003,FATIMA 1,1,URBANA,1001053,6555,10-72,OFICIAL,10C2R1,ALTO PARANA - REGION 1 - COORDINACION 2,NORMA MENDEZ DE GABRIAGUEZ,"EBBJA,FPI",0, , ,AVDA. COLON Y CAMPO VIA / FRENTE AL AREA 4, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1001053,http://datos.mec.gov.py/id/instituciones/6555
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002003,FATIMA 1,1,URBANA,1001053,6638,SANTA TERESA,OFICIAL,10C2R1,ALTO PARANA - REGION 1 - COORDINACION 2,CARMEN ELEN FATECHA DE RUIZ,"EEB,EM",3,ESCUELA INDEPENDIENTE,NO,AVDA. COLON Y CAMPO VIA / FRENTE AL AREA 4,061 507346, , , ,2012,http://datos.mec.gov.py/id/establecimientos/1001053,http://datos.mec.gov.py/id/instituciones/6638
2012,10,ALTO PARANA,1002,PRESIDENTE FRANCO,1002999,LOCALIDAD A CONFIRMAR,1,URBANA,1002068,16297,7590 SAN BLAS,OFICIAL,10C1R3,ALTO PARANA - REGION 3 - COORDINACION 1,WENCESLAO NICOLAS CABAÑAS FARIÑA,"EI,EEB",2,ESCUELA ASOCIADA,SI,ASENT. SAN BLAS- KM. 7 1/2,0973504697,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1002068,http://datos.mec.gov.py/id/instituciones/16297
